title,post_number,date,writer_id,writer_nickname,post_content,commenter_ids,commenter_nicknames,comments,comment_dates
자녀통장으로 주식투자하려는데요.,5441568,2025.04.03. 21:46,FwyI-Pdrbfp67nEa_XiFUw,네티90,"할머니 등 가족한테 받은용돈을 모아서 제가 통장에 입급시킨돈인데약 500정도 됩니다이금액도 증여신청을 해야할까요??
할머니 등 가족한테 받은용돈을 모아서 제가 통장에 입급시킨돈인데약 500정도 됩니다이금액도 증여신청을 해야할까요??
할머니 등 가족한테 받은용돈을 모아서 제가 통장에 입급시킨돈인데약 500정도 됩니다이금액도 증여신청을 해야할까요??
할머니 등 가족한테 받은용돈을 모아서 제가 통장에 입급시킨돈인데약 500정도 됩니다이금액도 증여신청을 해야할까요??
할머니 등 가족한테 받은용돈을 모아서 제가 통장에 입급시킨돈인데
할머니 등 가족한테 받은용돈을 모아서 제가 통장에 입급시킨돈인데
약 500정도 됩니다
약 500정도 됩니다
이금액도 증여신청을 해야할까요??
이금액도 증여신청을 해야할까요??

","['G6GEESzSyJxWoYIPt6f8fg', 'b4oDVVZD-Jps6DdmDmBCvA']","['월재연 vip', '네티90']","['하는게 좋긴 함', '안하는것보다 하는게 더 좋아요..']","['2025.04.06. 13:47', '2025.04.07. 12:13']"
재테크 안하고 예적금만 하시는분 있나요??,5441410,2025.04.03. 19:27,qLT1oe-jali8VPYE-VjJKQ,마리네이드1,"예적금 만으로 자금 축적하시는분 있나요?요즘은 다들 주식이며 부동산이며 하시죠?저는 예적금만 하고 있는데..금리가 낮네요 ㅠㅠ
예적금 만으로 자금 축적하시는분 있나요?요즘은 다들 주식이며 부동산이며 하시죠?저는 예적금만 하고 있는데..금리가 낮네요 ㅠㅠ
예적금 만으로 자금 축적하시는분 있나요?요즘은 다들 주식이며 부동산이며 하시죠?저는 예적금만 하고 있는데..금리가 낮네요 ㅠㅠ
예적금 만으로 자금 축적하시는분 있나요?요즘은 다들 주식이며 부동산이며 하시죠?저는 예적금만 하고 있는데..금리가 낮네요 ㅠㅠ
예적금 만으로 자금 축적하시는분 있나요?
예적금 만으로 자금 축적하시는분 있나요?
요즘은 다들 주식이며 부동산이며 하시죠?
요즘은 다들 주식이며 부동산이며 하시죠?
저는 예적금만 하고 있는데..금리가 낮네요 ㅠㅠ
저는 예적금만 하고 있는데..금리가 낮네요 ㅠㅠ","['z8jrj9WY69cvYM-PVGCW_w', 'G6GEESzSyJxWoYIPt6f8fg', 'CfW2yEeU4toC6IK2pTosZw', 'gFTF1I9r2j_vG2yXQI7KSg', 'Y4eKwTTKCUBr2NxyR7KWzg', 'kfSYgqVWO-HtSHoTg03MvQ', 'rvL8IHZqae4KUtaSv_HmIQ']","['아무리생강해도넌마늘', '월재연 vip', '헤리미온느', 'l아기똥l', '미운오리1026', '잘해주길바래', '마리네이드1']","['예적금 포함 현금자산만 보유하는건 손에 든 아이스크림과 같습니다\n\n눈앞에서 볼때는 멀쩡하지만 시간이 지날수록 녹지요\n\n투자에 관심을 가지고 조금씩 시도해보세요', '와 좋은 비유의 말씀이십니다.', '윗분 말씀 100퍼 지당하지만, 저금리에도 예금+소비줄이기로 살아가네요.', '전 주식을 하고 있긴한데 가끔 이게 맞나 싶기도 해요🥹', '저도 자산의 대부분은 예적금만해요 투자에 소질이 없어 손실 몇번번이후로는 예적금이 맘편해서요. 대신선납이연으로 운용하구요 22년부터 최근까지 가입한 적금들로 금리는 하락전에 잡아놓은것들이 많아 지금보다는 높습니다연금저축계좌와 isa만 etf적립식으로합니다.', '지금은 다른것들도 하고 있지만 작년까지 25년이라는 기간동안 예적금만했어요잃어버리는 돈 없구 욕심부리지 않고 차곡차곡 쌓여서 대출없이 집도 사고 현재 예금도 있고 재테크도 아주 조금씩 하고 아쉽지 않게 살고 있네요저는 어느정도까지는 예적금만 하는거에 대해서는 찬성합니다조금 쌓여서 잃어도 될정도의 돈 가지고 조금씩 재태크 시작해도 늦진 않다고 봐요', '저요ㅠ 예적금만 해서... 너무 안정적으로 살고 있는건 아닌가 걱정이 됩니다 바보같다고 하네요 주위에서 ㅎㅎ투자하면 벌써 부자됐을거라고...']","['2025.04.03. 19:34', '2025.04.06. 13:48', '2025.04.03. 20:11', '2025.04.03. 20:20', '2025.04.03. 20:47', '2025.04.05. 11:13', '2025.04.08. 14:35']"
수협 3.5예금 없나요?,5439675,2025.04.02. 19:04,1cp7CBDvwYyKXf9D5Cebvg,태민소윤아빠,"수협3.5예금 12개월이나23개월경영등급  1등급이나 2등급. 없나요?
수협3.5예금 12개월이나23개월경영등급  1등급이나 2등급. 없나요?
수협3.5예금 12개월이나23개월경영등급  1등급이나 2등급. 없나요?
수협3.5예금 12개월이나23개월경영등급  1등급이나 2등급. 없나요?
수협3.5예금 12개월이나23개월
수협3.5예금 12개월이나23개월
경영등급  1등급이나 2등급. 없나요?
경영등급  1등급이나 2등급. 없나요?

","['l0lVtYMQk2rvpA3_lWKsUA', 'GVqwZQnvol2YUhe_YM2OTg', '_dIYGGIko8T0k2TIp3QSTQ']","['봄날에햇살처럼', '푸를노', '태민소윤아빠']","['저두 궁금해요.신협도 없는지ㅠ', '양양군수협 본점  얼쑤예금 12개월 3.4 있네요 1등급', '신안군수협 2등급입니다. 비대면 3.5% 판매중이에요']","['2025.04.02. 19:05', '2025.04.03. 10:48', '2025.04.08. 13:52']"
신협 3.5프로 대구대서신용협동조합 말고 없나요?,5439652,2025.04.02. 18:38,T-eMFKyKUINjMP_N2aramg,짐승같은체력,"신협 3.5프로 대구대서신용협동조합 말고 없나요?여기는 제가 10여일전에 가입했고7일날 예금만기가 돌아오는데  저기말고는 3.46이 최고네요
신협 3.5프로 대구대서신용협동조합 말고 없나요?여기는 제가 10여일전에 가입했고7일날 예금만기가 돌아오는데  저기말고는 3.46이 최고네요
신협 3.5프로 대구대서신용협동조합 말고 없나요?여기는 제가 10여일전에 가입했고7일날 예금만기가 돌아오는데  저기말고는 3.46이 최고네요
신협 3.5프로 대구대서신용협동조합 말고 없나요?여기는 제가 10여일전에 가입했고7일날 예금만기가 돌아오는데  저기말고는 3.46이 최고네요
신협 3.5프로 대구대서신용협동조합 말고 없나요?
신협 3.5프로 대구대서신용협동조합 말고 없나요?
여기는 제가 10여일전에 가입했고
여기는 제가 10여일전에 가입했고
7일날 예금만기가 돌아오는데  저기말고는 3.46이 최고네요
7일날 예금만기가 돌아오는데  저기말고는 3.46이 최고네요

","['kdZ3KXjlEFl_fb3mz2ynvw', 'T-eMFKyKUINjMP_N2aramg', 'CF-xmckQXYundS5oXtn4mQ', 'T-eMFKyKUINjMP_N2aramg', 'CF-xmckQXYundS5oXtn4mQ', 'T-eMFKyKUINjMP_N2aramg']","['무지개공주', '짐승같은체력', '짜안', '짐승같은체력', '짜안', '짐승같은체력']","['혹시 저기 대구여\n경영평가보셨나여?\n전 아직안봤는디 ㅋㅋ\n어떠셨나영 ㅋㅋ귀차너서 찾지못하고 요래질문으로 ㅋㅋ', '아 저는 예금자보호 한도내로 들어서신경안쓰고 있어요. 최개맥스 4800까지 넣어요', '대구대서 지금 3.45예요ㅜㅜ', '4월오니까 이제 다 내리네요 ㅠㅠ', '경북건축사신협 3.5퍼예요!', '감사합니다. 7일까지 그대로면 좋겠네요~']","['2025.04.02. 22:19', '2025.04.03. 08:05', '2025.04.03. 08:10', '2025.04.03. 08:10', '2025.04.03. 08:11', '2025.04.03. 08:16']"
채권 질문,5439546,2025.04.02. 16:48,1FO9rg7ElRQ_ZkgFmEggAw,owow,"제가 가지고 있던 채권을 kb증권에서 사서 보유중이었는데 오늘 해당 안내를 받았습니다..초보인데 안좋은징조인가요?채권 팔려고 해도 kb로 안된다는말같은데..만기까지 보유하면 돈은 kb계좌로 오는거 맞을까요?
제가 가지고 있던 채권을 kb증권에서 사서 보유중이었는데 오늘 해당 안내를 받았습니다..초보인데 안좋은징조인가요?채권 팔려고 해도 kb로 안된다는말같은데..만기까지 보유하면 돈은 kb계좌로 오는거 맞을까요?
제가 가지고 있던 채권을 kb증권에서 사서 보유중이었는데 오늘 해당 안내를 받았습니다..초보인데 안좋은징조인가요?채권 팔려고 해도 kb로 안된다는말같은데..만기까지 보유하면 돈은 kb계좌로 오는거 맞을까요?
제가 가지고 있던 채권을 kb증권에서 사서 보유중이었는데 오늘 해당 안내를 받았습니다..초보인데 안좋은징조인가요?채권 팔려고 해도 kb로 안된다는말같은데..만기까지 보유하면 돈은 kb계좌로 오는거 맞을까요?
제가 가지고 있던 채권을 kb증권에서 사서 보유중이었는데 오늘 해당 안내를 받았습니다..
제가 가지고 있던 채권을 kb증권에서 사서 보유중이었는데 오늘 해당 안내를 받았습니다..
초보인데 안좋은징조인가요?
초보인데 안좋은징조인가요?
채권 팔려고 해도 kb로 안된다는말같은데..
채권 팔려고 해도 kb로 안된다는말같은데..
만기까지 보유하면 돈은 kb계좌로 오는거 맞을까요?
만기까지 보유하면 돈은 kb계좌로 오는거 맞을까요?","['z8jrj9WY69cvYM-PVGCW_w', '1FO9rg7ElRQ_ZkgFmEggAw', 'TjuHAQbAkHcWNLFBnPeWLg', '1FO9rg7ElRQ_ZkgFmEggAw', 'TjuHAQbAkHcWNLFBnPeWLg', '1FO9rg7ElRQ_ZkgFmEggAw']","['아무리생강해도넌마늘', 'owow', '이슬두꺼비', 'owow', '이슬두꺼비', 'owow']","['채권을 발행하면 매수자가 채권시장에서 매수하면 장내채권\n\n채권을 발행하면 증권사가 선매수하고 매수한 물량을 개인매수자와 거래하면 장외채권\n\n결국 증권사에 중간에 끼어서 이익을 취하고 우량한채권을 매수자에게 선별해서 파는겁니다\n\n채권 자체의 문제는 없고 만기되면 이율과함께 계좌로 입금됩니다 4시쯤 입금될겁니다', '11개월 남았는데 뭔가 심란하네요 가지고 있어도 될지..답변 감사합니다..', '답변드립니다...:)결론부터 말씀드리면,  이자는 정해진 기일에 계속 지급되고회사가 부도나지 않는 한 만기까지 보유시 현 보유 계좌로 입금 됩니다. ^^(메시지 내용으로 유추해 볼떄 위 채권은 KB 장외채권 보유분이 다 판매되어 진 것으로 보여집니다)추가로 채권에 대한 설명을 드려보면채권은 장외채권과 장내채권이 있습니다.1. 장외채권은 금융회사가 발행사로 부터 인수하여판매하는 것으로, 보통은 만기까지 중간에 매도가 안되며,간혹 금융사에서 다시 매수해 주는 경우도 있습니다.(요건 금융사 문의 해서 물어봐야 합니다.)또한 장내채권에서 매매가 가능한 경우도 있습니다.2. 장내채권은 주식 거래소 처럼 채권을 매매할 수 있는정규 거래소라고 보시면 되고요, 같은 채권이라도 장외보다는 장내에서 거래하시는것이 사고 팔기가 편합니다.또한 똑같은 회사의 채권이라도 장외, 장내 시장 동시에나오는 경우가 있는데요, 장외가 금융사 수수료나 마진을 붙여서팔기에 보통 같은 채권이라도 가격이 비쌉니다.위 내용 참조하시고, 요즘은 좋은 내용의 자료들이 많으니천천히 한번 검색해 보시길 바랍니다.성공투자를 기원드립니다! :)', '한 앱에서 편하게 살수있다보니 장외로만 했었는데 오히려 사고팔기 장내가 편하다고 하니 다음에 한번 도전해봐야겠습니다.. 답변 감사합니다..', '보통 장외채권은 만기까지 보유가 주목적\n(시세 차익보다는 이자위주)이고\n장내채권은 두가지 다 가능하고,\n실시간 시장 수요와 공급이 반영되어 그렇습니다.', '아 제가 잊고있었는데 목적이 isa라서 굴릴 목적으로 샀던거라.. 들고있어야겠네요 11개월 안에 뭔일나진않겠지요😅']","['2025.04.02. 16:59', '2025.04.02. 17:04', '2025.04.02. 17:09', '2025.04.02. 17:27', '2025.04.02. 17:28', '2025.04.02. 18:09']"
카드 질문합니다,5439415,2025.04.02. 15:12,eOZdywvuz1AP7Ev7-SmWFg,드로즈,"카드 하나로 사용하려는데적립률 좋은 거 있을까요
카드 하나로 사용하려는데적립률 좋은 거 있을까요
카드 하나로 사용하려는데적립률 좋은 거 있을까요
카드 하나로 사용하려는데적립률 좋은 거 있을까요
카드 하나로 사용하려는데
카드 하나로 사용하려는데
적립률 좋은 거 있을까요
적립률 좋은 거 있을까요",[],[],[],[]
청년도약계좌 해지 후 재가입 vs 유지,5439297,2025.04.02. 13:52,2F3ZvzzAHjr5LNFZNZ_9uw,대전 도치,"안녕하세요!청년희망적금 만기 후 모든 금액을청년도약계좌(금리 4.7%) 24년3월에 일시납했는데요.생애최초 주택마련으로 인해 특별중도해지사유에 해당되는데해지 후에 재가입하는게 나을까요?재가입한다면 다른은행에서 5.3%로 진행할려고 생각중입니다.아니면 4년동안 70만원 납입하면서 유지하는게 좋을까요?추천부탁드려요
안녕하세요!청년희망적금 만기 후 모든 금액을청년도약계좌(금리 4.7%) 24년3월에 일시납했는데요.생애최초 주택마련으로 인해 특별중도해지사유에 해당되는데해지 후에 재가입하는게 나을까요?재가입한다면 다른은행에서 5.3%로 진행할려고 생각중입니다.아니면 4년동안 70만원 납입하면서 유지하는게 좋을까요?추천부탁드려요
안녕하세요!청년희망적금 만기 후 모든 금액을청년도약계좌(금리 4.7%) 24년3월에 일시납했는데요.생애최초 주택마련으로 인해 특별중도해지사유에 해당되는데해지 후에 재가입하는게 나을까요?재가입한다면 다른은행에서 5.3%로 진행할려고 생각중입니다.아니면 4년동안 70만원 납입하면서 유지하는게 좋을까요?추천부탁드려요
안녕하세요!청년희망적금 만기 후 모든 금액을청년도약계좌(금리 4.7%) 24년3월에 일시납했는데요.생애최초 주택마련으로 인해 특별중도해지사유에 해당되는데해지 후에 재가입하는게 나을까요?재가입한다면 다른은행에서 5.3%로 진행할려고 생각중입니다.아니면 4년동안 70만원 납입하면서 유지하는게 좋을까요?추천부탁드려요
안녕하세요!
안녕하세요!


청년희망적금 만기 후 모든 금액을
청년희망적금 만기 후 모든 금액을
청년도약계좌(금리 4.7%) 24년3월에 일시납했는데요.
청년도약계좌(금리 4.7%) 24년3월에 일시납했는데요.


생애최초 주택마련으로 인해 특별중도해지사유에 해당되는데
생애최초 주택마련으로 인해 특별중도해지사유에 해당되는데
해지 후에 재가입하는게 나을까요?
해지 후에 재가입하는게 나을까요?
재가입한다면 다른은행에서 5.3%로 진행할려고 생각중입니다.
재가입한다면 다른은행에서 5.3%로 진행할려고 생각중입니다.


아니면 4년동안 70만원 납입하면서 유지하는게 좋을까요?
아니면 4년동안 70만원 납입하면서 유지하는게 좋을까요?


추천부탁드려요
추천부탁드려요",['oWtzg1q2uKYk6tcCIqIgdw'],['대전 도치'],['올해 청년 도약계좌 혜택이 더 좋아진 걸로 알고 있어요. 금리 비교해보시고 2025년 혜택이 더 좋다고 판단되시면 재 가입 하시는 것도 좋지 않을까 해요 궁금하신 내용은 아래 글 참고 부탁드려요 https://m.site.naver.com/1FdcC'],['2025.04.03. 15:19']
MG 자유 적금 질문 있습니다,5439277,2025.04.02. 13:36,bss4U4FXTQdRpc_u-JsPNA,또자천4,"자유적금 6개월 예상. 금리 3%6개월뒤 돈이 필요해서 잠시 묶어 두려고 하는데첫달 300만원 입금하고  6개월뒤에 300 그대로 찾으면300에 대한 6개월 이자 3% 받을 수 있나요??아니면 매달 불입을 해야 약속 이율을 주는 건가요?MG 아니면 케이뱅크 생각하고 있습니다
자유적금 6개월 예상. 금리 3%6개월뒤 돈이 필요해서 잠시 묶어 두려고 하는데첫달 300만원 입금하고  6개월뒤에 300 그대로 찾으면300에 대한 6개월 이자 3% 받을 수 있나요??아니면 매달 불입을 해야 약속 이율을 주는 건가요?MG 아니면 케이뱅크 생각하고 있습니다
자유적금 6개월 예상. 금리 3%6개월뒤 돈이 필요해서 잠시 묶어 두려고 하는데첫달 300만원 입금하고  6개월뒤에 300 그대로 찾으면300에 대한 6개월 이자 3% 받을 수 있나요??아니면 매달 불입을 해야 약속 이율을 주는 건가요?MG 아니면 케이뱅크 생각하고 있습니다
자유적금 6개월 예상. 금리 3%6개월뒤 돈이 필요해서 잠시 묶어 두려고 하는데첫달 300만원 입금하고  6개월뒤에 300 그대로 찾으면300에 대한 6개월 이자 3% 받을 수 있나요??아니면 매달 불입을 해야 약속 이율을 주는 건가요?MG 아니면 케이뱅크 생각하고 있습니다
자유적금 6개월 예상. 금리 3%
자유적금 6개월 예상. 금리 3%
6개월뒤 돈이 필요해서 잠시 묶어 두려고 하는데
6개월뒤 돈이 필요해서 잠시 묶어 두려고 하는데


첫달 300만원 입금하고  6개월뒤에 300 그대로 찾으면
첫달 300만원 입금하고  6개월뒤에 300 그대로 찾으면
300에 대한 6개월 이자 3% 받을 수 있나요??
300에 대한 6개월 이자 3% 받을 수 있나요??


아니면 매달 불입을 해야 약속 이율을 주는 건가요?
아니면 매달 불입을 해야 약속 이율을 주는 건가요?




MG 아니면 케이뱅크 생각하고 있습니다
MG 아니면 케이뱅크 생각하고 있습니다","['0JX2M-mChJ267oUaUck6Jg', 'bss4U4FXTQdRpc_u-JsPNA', '0JX2M-mChJ267oUaUck6Jg', '0JX2M-mChJ267oUaUck6Jg', 'bss4U4FXTQdRpc_u-JsPNA']","['도리00', '또자천4', '도리00', '도리00', '또자천4']","['첫날가입하면서 입금하면 그 금액에 대해서 만기날까지 3%됩니다', '그럼 중간에 납입하지 않아도 된다는거죠?', '네', '6개월예금도 찾아보세요 더 높은게있는지', '넵 금리 비교해서 하겠습니다\n감사합니다~~']","['2025.04.02. 14:10', '2025.04.02. 14:16', '2025.04.02. 14:16', '2025.04.02. 14:17', '2025.04.02. 16:25']"
미래에셋 연금계좌로 schd 구매할려고 하는데요,5439266,2025.04.02. 13:30,Ji8-_RKO95I8twwZlncx_w,티끌모아부아,"제목 그대로 입니다.미래에셋으로 연금계좌를 여기 통해서 조언도 얻고 하여 개설 했는데요!!연금계좌로 SCHD(슈드?)이거 구매를 할려고 합니다.다들 슈드라고 요약해서 하시길래 한참을 찾았네요...(Schwab US Dividend Equity)이거 살려면 환전도 해야하고 하는데 미래에셋어플로 이걸 다 할 수 있습니까?안되면 토스뱅크가 편하다고 하여 토스뱅크로 이동할까도 고민중입니다.연금계좌로 살 수 있죠....?
제목 그대로 입니다.미래에셋으로 연금계좌를 여기 통해서 조언도 얻고 하여 개설 했는데요!!연금계좌로 SCHD(슈드?)이거 구매를 할려고 합니다.다들 슈드라고 요약해서 하시길래 한참을 찾았네요...(Schwab US Dividend Equity)이거 살려면 환전도 해야하고 하는데 미래에셋어플로 이걸 다 할 수 있습니까?안되면 토스뱅크가 편하다고 하여 토스뱅크로 이동할까도 고민중입니다.연금계좌로 살 수 있죠....?
제목 그대로 입니다.미래에셋으로 연금계좌를 여기 통해서 조언도 얻고 하여 개설 했는데요!!연금계좌로 SCHD(슈드?)이거 구매를 할려고 합니다.다들 슈드라고 요약해서 하시길래 한참을 찾았네요...(Schwab US Dividend Equity)이거 살려면 환전도 해야하고 하는데 미래에셋어플로 이걸 다 할 수 있습니까?안되면 토스뱅크가 편하다고 하여 토스뱅크로 이동할까도 고민중입니다.연금계좌로 살 수 있죠....?
제목 그대로 입니다.미래에셋으로 연금계좌를 여기 통해서 조언도 얻고 하여 개설 했는데요!!연금계좌로 SCHD(슈드?)이거 구매를 할려고 합니다.다들 슈드라고 요약해서 하시길래 한참을 찾았네요...(Schwab US Dividend Equity)이거 살려면 환전도 해야하고 하는데 미래에셋어플로 이걸 다 할 수 있습니까?안되면 토스뱅크가 편하다고 하여 토스뱅크로 이동할까도 고민중입니다.연금계좌로 살 수 있죠....?
제목 그대로 입니다.
제목 그대로 입니다.
미래에셋으로 연금계좌를 여기 통해서 조언도 얻고 하여 개설 했는데요!!
미래에셋으로 연금계좌를 여기 통해서 조언도 얻고 하여 개설 했는데요!!


연금계좌로 SCHD(슈드?)이거 구매를 할려고 합니다.
연금계좌로 SCHD(슈드?)이거 구매를 할려고 합니다.
다들 슈드라고 요약해서 하시길래 한참을 찾았네요...(Schwab US Dividend Equity)
다들 슈드라고 요약해서 하시길래 한참을 찾았네요...(Schwab US Dividend Equity)


이거 살려면 환전도 해야하고 하는데 미래에셋어플로 이걸 다 할 수 있습니까?
이거 살려면 환전도 해야하고 하는데 미래에셋어플로 이걸 다 할 수 있습니까?


안되면 토스뱅크가 편하다고 하여 토스뱅크로 이동할까도 고민중입니다.
안되면 토스뱅크가 편하다고 하여 토스뱅크로 이동할까도 고민중입니다.


연금계좌로 살 수 있죠....?
연금계좌로 살 수 있죠....?","['z8jrj9WY69cvYM-PVGCW_w', 'Ji8-_RKO95I8twwZlncx_w', 'z8jrj9WY69cvYM-PVGCW_w', 'Ji8-_RKO95I8twwZlncx_w']","['아무리생강해도넌마늘', '티끌모아부아', '아무리생강해도넌마늘', '티끌모아부아']","['연금계좌로 schd 직접투자는 안됩니다\n\n동일상품 중 tiger, ace,kodex 미국배당다우존스 등 사면됩니다', '아!!!!그렇군요그럼 슈드 직투하는거는 isa계좌나 irp계좌 아니면 그냥 주식계좌로는 가능 한거죠?', '직접투자 일반주식계좌만 가능합니다 나머진 안됩니다', '넵 아그렇군요..감사해요 생각해보니 세금 혜택이나 그런건 없겠네요 국장이 아니라서요']","['2025.04.02. 13:37', '2025.04.02. 13:45', '2025.04.02. 13:59', '2025.04.03. 22:32']"
금융소득 종합과세자 2025년 될경우 isa,5439244,2025.04.02. 13:21,aEng8GUxwY4ZjzLwoi_OiA,요그,"올해 종합과세자 확정인데 내년5월 신고예정이니 올해 12월말에 3년넘어서 isa계좌는 해지 예정인데 추후 3년만 가입못하고 올해말에는 상관없는거지요?
올해 종합과세자 확정인데 내년5월 신고예정이니 올해 12월말에 3년넘어서 isa계좌는 해지 예정인데 추후 3년만 가입못하고 올해말에는 상관없는거지요?
올해 종합과세자 확정인데 내년5월 신고예정이니 올해 12월말에 3년넘어서 isa계좌는 해지 예정인데 추후 3년만 가입못하고 올해말에는 상관없는거지요?
올해 종합과세자 확정인데 내년5월 신고예정이니 올해 12월말에 3년넘어서 isa계좌는 해지 예정인데 추후 3년만 가입못하고 올해말에는 상관없는거지요?
올해 종합과세자 확정인데 내년5월 신고예정이니 올해 12월말에 3년넘어서 isa계좌는 해지 예정인데 추후 3년만 가입못하고 올해말에는 상관없는거지요?
올해 종합과세자 확정인데 내년5월 신고예정이니 올해 12월말에 3년넘어서 isa계좌는 해지 예정인데 추후 3년만 가입못하고 올해말에는 상관없는거지요?

","['TjuHAQbAkHcWNLFBnPeWLg', 'aEng8GUxwY4ZjzLwoi_OiA']","['이슬두꺼비', '요그']","['올해 확정이라는게 25년 12월까지 배당, 이자 2,000만원 넘으실거라는 이야기신거죠?\n(만약 작년 (2024년) 금융소득 (이자,배당) 종합과세자면 올해 5월 종소때 확정되서\n12월 만기때 연장이나, 신규가 안됩니다.)\n\n그렇다면 본문에 써 놓으신 사항이 맞습니다.\n\n제가 처음 가입할때 모르고 5년으로 가입해서\n중간에 3년이 안되었을때 종소세 신고 대상자가 되어서\n그냥 5년 가지고 가고 있는 중이거든요.\n(3년의무는 지났는데 만기가 5년이라 200만원 비과세 한도 채우고 나머지는 \n9.9% 이자, 배당 소득세 분리과세 적용 받고 있어요.. => 일반 계좌는 15.4% 적용)\n\n올해 12월말에 3년 넘으시면 해지후 다시 만기 99년으로 만드시면 됩니다.\n(혹시 점검해 보실려고 하시면 연장으로 해보셔서 되면 최근 3년이내 금융소득종합과세자\n대상이 되신적이 없으신걸로 아시고 진행하면 될듯합니다.)\n\n성공투자를 기원합니다.', '감사합니다.직전3년 대상 아니어서 올해 12월에는 해지후 수익 챙기고 25년도분은 26년 5월에 신고하면 가입 못할것 같네요.5년이라도 의무3년은 12월에 채워지니 해지 하려구요']","['2025.04.02. 17:16', '2025.04.02. 16:59']"
직장인 한 달 생활비,5439242,2025.04.02. 13:20,ehizhGrZ1rX_zECX8wT-Vg,재테크킹ㅇ,"안녕하세요! 저는 부모님이랑 같이살고있어 따로 돈 나갈 곳은 없는데보통 이러면 생활비 얼마정도 빼서 사용하시나요?60으로 잡긴 했는데 다른분들은 어느정도로 사용하고 있는지 궁금해서요!
안녕하세요! 저는 부모님이랑 같이살고있어 따로 돈 나갈 곳은 없는데보통 이러면 생활비 얼마정도 빼서 사용하시나요?60으로 잡긴 했는데 다른분들은 어느정도로 사용하고 있는지 궁금해서요!
안녕하세요! 저는 부모님이랑 같이살고있어 따로 돈 나갈 곳은 없는데보통 이러면 생활비 얼마정도 빼서 사용하시나요?60으로 잡긴 했는데 다른분들은 어느정도로 사용하고 있는지 궁금해서요!
안녕하세요! 저는 부모님이랑 같이살고있어 따로 돈 나갈 곳은 없는데보통 이러면 생활비 얼마정도 빼서 사용하시나요?60으로 잡긴 했는데 다른분들은 어느정도로 사용하고 있는지 궁금해서요!
안녕하세요! 저는 부모님이랑 같이살고있어 따로 돈 나갈 곳은 없는데
안녕하세요! 저는 부모님이랑 같이살고있어 따로 돈 나갈 곳은 없는데
보통 이러면 생활비 얼마정도 빼서 사용하시나요?
보통 이러면 생활비 얼마정도 빼서 사용하시나요?
60으로 잡긴 했는데 다른분들은 어느정도로 사용하고 있는지 궁금해서요!
60으로 잡긴 했는데 다른분들은 어느정도로 사용하고 있는지 궁금해서요!","['fMOXi_HkHczPmS7J_BWbIA', 'ehizhGrZ1rX_zECX8wT-Vg']","['마름달초이튿', '재테크킹ㅇ']","['60에 뭐뭐가 포함된건가요? 그게 중요할듯 싶어요! 제 기준으로는 경조사비 보험료 등등을 빼야 가능할것 같아요', '고정지출은 다 뺀거구 오로지 생활비인데 넘 많이 사용하고 있는걸까용,,?']","['2025.04.03. 12:35', '2025.04.07. 11:27']"
